Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
2000,Brian Bohanon,Rockies,35,67,2,6,11,0,3.00%,20.90%,0.17,0.237,0.208,0.232,0.377,0.258,22,0,-7.1,7.7,0.3,1001126
2001,Jim Brower,Reds,48,28,0,6,3,0,0.00%,28.60%,0.038,0.444,0.308,0.308,0.346,0.287,67,0,-1.2,3,0.3,313
2007,Joel Hanrahan,Nationals,12,17,0,3,3,0,0.00%,29.40%,0.286,0.444,0.286,0.286,0.571,0.356,115,0,0.3,1.8,0.3,2186
2002,Al Leiter,Mets,33,64,0,3,2,0,12.50%,43.80%,0.019,0.32,0.151,0.262,0.17,0.215,26,0,-5.9,6.4,0.3,883
2004,Brett Myers,Phillies,32,61,0,6,1,0,3.30%,27.90%,0.078,0.294,0.196,0.226,0.275,0.221,22,0,-6.1,6.8,0.3,962
2006,Adam Wainwright,Cardinals,61,6,1,2,1,0,0.00%,0.00%,0.667,0.4,0.5,0.5,1.167,0.683,328,0,1.8,0.7,0.3,2233
2009,Chris Young,Padres,14,26,0,2,2,0,7.70%,26.90%,0,0.375,0.261,0.32,0.261,0.271,67,0,-1.1,2.8,0.3,3196
2004,Cory Lidle,- - -,34,75,1,3,6,0,6.70%,48.00%,0.113,0.32,0.145,0.209,0.258,0.21,16,0,-8.2,8.3,0.3,926
2006,Carlos Marmol,Cubs,21,24,1,3,1,0,0.00%,29.20%,0.174,0.333,0.261,0.261,0.435,0.294,68,0,-1,2.9,0.3,2790
2003,Elmer Dessens,Diamondbacks,36,59,0,1,6,0,5.10%,18.60%,0.065,0.257,0.196,0.245,0.261,0.228,25,0,-5.7,6.3,0.2,317
2002,Kevin Brown,Dodgers,17,22,1,2,2,0,0.00%,50.00%,0.2,0.5,0.25,0.25,0.45,0.298,84,0,-0.5,2.2,0.2,642
2002,Dennis Tankersley,Padres,17,13,1,2,1,0,0.00%,15.40%,0.308,0.3,0.308,0.308,0.615,0.389,144,0,0.7,1.3,0.2,1054
2006,Brian Bannister,Mets,8,13,0,2,2,0,0.00%,23.10%,0.25,0.444,0.333,0.333,0.583,0.384,133,0,0.6,1.5,0.2,5718
2003,Kip Wells,Pirates,34,73,1,8,5,0,1.40%,31.50%,0.088,0.273,0.191,0.203,0.279,0.21,18,0,-7.7,7.7,0.2,1012
2000,Todd Ritchie,Pirates,31,64,0,4,2,0,3.10%,34.40%,0.033,0.342,0.217,0.242,0.25,0.223,20,0,-6.9,7.4,0.2,253
2008,Tim Redding,Nationals,35,65,0,2,3,0,7.70%,21.50%,0.021,0.242,0.17,0.25,0.191,0.213,20,0,-6.6,6.9,0.2,573
2001,Gene Stechschulte,Cardinals,69,4,1,1,3,0,25.00%,25.00%,1,1,0.667,0.75,1.667,0.893,463,0,1.9,0.4,0.2,1184
2001,Manny Aybar,Cubs,17,4,0,1,0,0,0.00%,0.00%,0,1,1,1,1,0.887,459,0,1.9,0.4,0.2,1107
2009,Randy Wells,Cubs,27,61,0,5,2,0,3.30%,11.50%,0.064,0.225,0.191,0.224,0.255,0.215,17,0,-6.2,6.6,0.2,4535
2000,Jesus Sanchez,Marlins,45,60,0,6,4,0,1.70%,25.00%,0,0.317,0.232,0.246,0.232,0.218,21,0,-6.4,6.9,0.2,1476
2006,Steve Trachsel,Mets,30,59,1,4,2,0,6.80%,22.00%,0.08,0.167,0.14,0.218,0.22,0.204,15,0,-6.6,7,0.2,898
2006,Jason Vargas,Marlins,12,17,0,1,1,0,5.90%,11.80%,0.063,0.357,0.313,0.353,0.375,0.324,93,0,-0.2,2,0.2,8044
2003,Tim Redding,Astros,33,60,0,4,2,0,3.30%,31.70%,0.06,0.323,0.2,0.231,0.26,0.219,23,0,-5.9,6.4,0.2,573
2005,Randy Keisler,Reds,24,15,1,3,2,0,0.00%,26.70%,0.333,0.3,0.267,0.267,0.6,0.361,117,0,0.3,1.5,0.2,830
2006,Zach Duke,Pirates,34,78,0,2,7,0,1.30%,41.00%,0.044,0.361,0.191,0.203,0.235,0.193,7,0,-9.5,9.3,0.2,3840
2009,Craig Stammen,Nationals,20,37,0,1,4,0,5.40%,27.00%,0.097,0.286,0.194,0.242,0.29,0.239,37,0,-2.9,4,0.2,7274
2007,Jorge Sosa,Mets,42,30,0,0,1,0,10.00%,30.00%,0.08,0.313,0.2,0.286,0.28,0.262,53,0,-1.9,3.2,0.2,1228
2000,Paul Rigdon,Brewers,12,25,1,3,1,0,8.00%,24.00%,0.188,0.222,0.188,0.278,0.375,0.288,63,0,-1.3,2.9,0.2,1010955
2007,Kyle Davies,Braves,18,30,1,3,4,0,6.70%,40.00%,0.154,0.308,0.192,0.25,0.346,0.263,52,0,-1.9,3.2,0.2,3642
2002,Andy Benes,Cardinals,19,37,1,3,2,0,2.70%,24.30%,0.118,0.25,0.206,0.229,0.324,0.241,42,0,-2.7,3.7,0.2,1144
2001,Joe Beimel,Pirates,42,31,0,3,0,0,3.20%,32.30%,0,0.438,0.269,0.296,0.269,0.256,49,0,-2.1,3.4,0.2,979
2001,Jason Jennings,Rockies,7,17,1,2,2,0,5.90%,17.60%,0.267,0.273,0.267,0.313,0.533,0.356,95,0,-0.1,1.8,0.2,434
2005,John Thomson,Braves,17,36,0,2,2,0,5.60%,33.30%,0.08,0.385,0.2,0.259,0.28,0.244,43,0,-2.6,3.7,0.2,453
2004,Oliver Perez,Pirates,31,72,0,2,0,0,5.60%,30.60%,0,0.306,0.19,0.242,0.19,0.204,13,0,-8.1,8,0.2,1514
2008,Andy Sonnanstine,Rays,32,9,0,2,0,0,22.20%,33.30%,0,1,0.4,0.571,0.4,0.458,188,0,1,1,0.2,7667
2001,Greg Maddux,Braves,35,81,0,3,3,0,2.50%,23.50%,0,0.267,0.188,0.235,0.188,0.199,13,0,-9.2,8.8,0.2,104
2006,Roy Oswalt,Astros,35,90,1,3,8,0,4.40%,16.70%,0.061,0.18,0.152,0.2,0.212,0.188,3,0,-11.4,10.7,0.2,571
2006,Josh Beckett,Red Sox,33,7,1,2,3,0,0.00%,28.60%,0.429,0.5,0.429,0.429,0.857,0.536,229,0,1.2,0.8,0.2,510
2002,Joey Hamilton,Reds,39,33,0,3,1,0,0.00%,21.20%,0.107,0.318,0.25,0.241,0.357,0.253,46,0,-2.2,3.3,0.2,328
2004,Jake Peavy,Padres,27,68,0,5,3,0,5.90%,25.00%,0.017,0.238,0.169,0.222,0.186,0.192,13,0,-7.6,7.5,0.2,1051
2008,Mike Hampton,Braves,13,29,0,3,4,0,6.90%,37.90%,0.083,0.385,0.208,0.269,0.292,0.255,49,0,-1.9,3.1,0.2,430
2001,Omar Olivares,Pirates,47,27,1,3,6,0,0.00%,37.00%,0.185,0.313,0.222,0.222,0.407,0.264,54,0,-1.6,2.9,0.2,1009771
2000,Kirk Rueter,Giants,34,71,0,5,5,0,1.40%,15.50%,0.05,0.245,0.2,0.213,0.25,0.206,14,0,-8.3,8.2,0.2,1128
2008,Cha Seung Baek,Padres,24,38,1,2,2,0,2.60%,18.40%,0.138,0.19,0.172,0.2,0.31,0.223,34,0,-3.1,4,0.2,8214
2000,Kevin Tapani,Cubs,30,68,1,3,4,0,4.40%,29.40%,0.089,0.257,0.179,0.22,0.268,0.219,20,-0.5,-7.9,7.8,0.2,1012824
2000,Freddy Garcia,Mariners,21,6,0,0,0,0,0.00%,0.00%,0,0.667,0.667,0.667,0.667,0.6,267,0,1.4,0.7,0.2,1077
2009,Oliver Perez,Mets,14,24,0,1,0,0,4.20%,29.20%,0,0.4,0.273,0.304,0.273,0.264,57,0,-1.3,2.6,0.2,1514
2009,Braden Looper,Brewers,34,73,0,3,8,0,2.70%,24.70%,0,0.286,0.2,0.226,0.2,0.196,9,0,-8.2,7.9,0.2,526
2004,Jason Schmidt,Giants,32,84,2,4,3,0,4.80%,35.70%,0.091,0.206,0.136,0.197,0.227,0.194,8,0,-10,9.3,0.2,1131
2002,Kevin Jarvis,Padres,7,12,0,0,0,0,16.70%,25.00%,0,0.5,0.333,0.455,0.333,0.371,133,0,0.5,1.2,0.2,1037
2001,Matt Blank,Expos,5,8,0,0,1,0,0.00%,25.00%,0.125,0.667,0.5,0.5,0.625,0.488,195,0,1,0.9,0.2,1001053
2006,Sidney Ponson,Cardinals,14,21,0,1,1,0,14.30%,28.60%,0,0.429,0.231,0.375,0.231,0.3,78,-0.4,-1.1,2.5,0.2,161
2002,Michael Tejera,Marlins,49,41,1,5,5,0,2.40%,14.60%,0.081,0.2,0.189,0.231,0.27,0.226,34,0,-3.4,4.1,0.2,542
2000,Joe Nathan,Giants,20,38,2,3,3,0,2.60%,23.70%,0.25,0.136,0.156,0.176,0.406,0.235,33,0,-3.5,4.4,0.2,1122
2003,Amaury Telemaco,Phillies,8,15,0,1,0,0,0.00%,26.70%,0.214,0.4,0.286,0.286,0.5,0.331,100,0,0,1.6,0.2,1802
2003,Damian Moss,Giants,21,37,0,1,1,0,2.70%,32.40%,0,0.412,0.241,0.267,0.241,0.231,35,0,-3.1,3.9,0.2,107
2003,Shawn Estes,Cubs,30,51,1,4,3,0,3.90%,33.30%,0.103,0.273,0.179,0.214,0.282,0.217,23,0,-5,5.4,0.2,873
2000,Curt Schilling,- - -,29,71,0,2,4,0,1.40%,21.10%,0.049,0.283,0.213,0.226,0.262,0.217,18,-0.5,-8.4,8.2,0.2,73
2005,Russ Ortiz,Diamondbacks,24,43,0,1,1,0,7.00%,20.90%,0.029,0.28,0.206,0.27,0.235,0.235,31,0,-3.8,4.4,0.2,1124
2004,Elmer Dessens,- - -,50,29,0,0,0,0,10.30%,10.30%,0.091,0.211,0.182,0.28,0.273,0.256,44,0,-2.1,3.2,0.2,317
2008,Brad Thompson,Cardinals,26,17,0,2,2,1,11.80%,35.30%,0,0.5,0.25,0.357,0.25,0.293,75,0.2,-0.3,1.8,0.2,4911
2001,Brandon Duckworth,Phillies,11,26,0,1,1,0,7.70%,15.40%,0.045,0.278,0.227,0.292,0.273,0.258,52,0,-1.6,2.8,0.2,954
2001,Jarrod Washburn,Angels,30,6,0,1,0,0,16.70%,33.30%,0,1,0.6,0.667,0.6,0.561,256,0,1.2,0.6,0.2,40
2002,Odalis Perez,Dodgers,32,75,1,5,4,0,1.30%,17.30%,0.125,0.18,0.156,0.169,0.281,0.193,15,0,-8,7.5,0.2,668
2009,Chan Ho Park,Phillies,45,18,1,1,1,0,16.70%,27.80%,0.214,0.125,0.143,0.294,0.357,0.296,75,0,-0.6,2,0.2,1267
2000,Randy Wolf,Phillies,32,71,0,5,4,0,4.20%,26.80%,0.035,0.282,0.193,0.23,0.228,0.209,12,0,-8.5,8.2,0.2,976
2009,Matt Cain,Giants,33,73,0,2,3,0,5.50%,42.50%,0.067,0.31,0.15,0.203,0.217,0.192,8,0,-8.3,7.9,0.2,4732
2001,Matt Herges,Dodgers,75,10,0,0,1,0,0.00%,30.00%,0,0.667,0.444,0.444,0.444,0.394,144,0,0.6,1.1,0.2,780
2001,Nelson Figueroa,Phillies,19,26,0,4,1,0,3.80%,42.30%,0.042,0.462,0.25,0.28,0.292,0.255,50,0,-1.7,2.8,0.2,683
2001,Kirk Rueter,Giants,36,74,0,5,5,0,6.80%,6.80%,0,0.185,0.172,0.234,0.172,0.194,12,0,-8.5,8,0.2,1128
2002,Randy Wolf,Phillies,32,75,1,6,4,0,5.30%,32.00%,0.119,0.206,0.136,0.19,0.254,0.199,14,0,-8.1,7.5,0.2,976
2001,Jamey Wright,Brewers,34,74,0,7,4,0,4.10%,27.00%,0.015,0.277,0.194,0.229,0.209,0.2,12,0,-8.5,8,0.2,715
2005,CC Sabathia,Indians,31,6,1,1,4,0,0.00%,16.70%,0.667,0.25,0.333,0.333,1,0.545,249,0,1.1,0.6,0.2,404
2003,Glendon Rusch,Brewers,33,41,0,2,2,0,7.30%,17.10%,0,0.259,0.206,0.27,0.206,0.226,29,0,-3.8,4.3,0.2,707
2001,Britt Reames,Expos,41,24,1,2,2,0,16.70%,33.30%,0.176,0.125,0.118,0.286,0.294,0.271,54,0,-1.4,2.6,0.2,794
2003,Jimmy Haynes,Reds,18,30,0,2,3,0,0.00%,13.30%,0.043,0.316,0.261,0.261,0.304,0.248,42,0,-2.2,3.2,0.2,329
2006,Ricky Nolasco,Marlins,35,49,1,2,5,0,4.10%,38.80%,0.073,0.286,0.171,0.209,0.244,0.203,14,0,-5.5,5.8,0.2,3830
2006,Beltran Perez,Nationals,9,7,0,0,0,0,14.30%,28.60%,0,0.75,0.5,0.571,0.5,0.482,198,0,0.9,0.8,0.2,2116
2007,Eric Stults,Dodgers,13,12,0,1,0,0,0.00%,41.70%,0.167,0.571,0.333,0.333,0.5,0.358,115,0,0.2,1.3,0.2,8011
2000,Greg Maddux,Braves,35,90,0,2,5,0,2.20%,21.10%,0.05,0.246,0.188,0.217,0.238,0.205,11,-0.5,-11.4,10.4,0.2,104
2001,Elmer Dessens,Reds,35,70,0,3,2,0,4.30%,17.10%,0.018,0.244,0.193,0.233,0.211,0.204,13,0,-8,7.6,0.2,317
2000,Stan Spencer,Padres,9,14,0,0,1,0,0.00%,42.90%,0.083,0.667,0.333,0.333,0.417,0.329,96,0,-0.1,1.6,0.2,1012329
2006,Eric Stults,Dodgers,6,6,0,1,0,0,0.00%,16.70%,0,0.75,0.6,0.6,0.6,0.534,230,0,1,0.7,0.2,8011
2002,Bruce Chen,- - -,54,17,0,3,1,0,0.00%,23.50%,0.067,0.455,0.333,0.333,0.4,0.322,86,0,-0.4,1.7,0.2,769
2000,Felipe Lira,Expos,54,21,2,3,3,0,0.00%,61.90%,0.316,0.4,0.211,0.2,0.526,0.285,61,0,-1.1,2.4,0.2,1007649
2004,Woody Williams,Cardinals,34,70,0,3,2,0,1.40%,31.40%,0.066,0.268,0.18,0.2,0.246,0.195,9,0,-8.2,7.7,0.2,1190
2001,Jason Grilli,Marlins,6,9,1,1,2,0,0.00%,22.20%,0.429,0.25,0.286,0.286,0.714,0.41,152,0,0.6,1,0.2,521
2007,Johan Santana,Twins,33,8,0,2,1,0,12.50%,0.00%,0.429,0.286,0.286,0.375,0.714,0.442,175,0,0.7,0.9,0.2,755
2006,Pedro Astacio,Nationals,17,34,0,2,0,0,0.00%,23.50%,0,0.294,0.2,0.259,0.2,0.219,26,0,-3.3,4,0.2,862
2002,Mike Mussina,Yankees,33,6,0,2,0,0,0.00%,0.00%,0,0.6,0.6,0.6,0.6,0.535,239,0,1,0.6,0.2,837
2003,Jeff D'Amico,Pirates,29,63,1,3,3,0,9.50%,36.50%,0.083,0.208,0.125,0.222,0.208,0.205,15,0,-6.9,6.7,0.2,871
2007,Livan Hernandez,Diamondbacks,34,79,1,9,5,0,0.00%,8.90%,0.053,0.221,0.213,0.211,0.267,0.208,10,0,-9.2,8.5,0.2,1116
2009,Tim Lincecum,Giants,33,86,0,8,3,0,7.00%,41.90%,0.015,0.323,0.152,0.219,0.167,0.186,3,0,-10.3,9.3,0.2,5705
2004,Wade Miller,Astros,16,35,0,2,3,0,0.00%,17.10%,0,0.333,0.259,0.259,0.259,0.231,30,0,-3.2,3.9,0.2,568
2002,Joe Beimel,Pirates,53,13,0,0,1,0,7.70%,23.10%,0.1,0.429,0.3,0.364,0.4,0.34,105,0,0.1,1.3,0.2,979
2003,Steve Trachsel,Mets,36,72,0,3,4,0,2.80%,22.20%,0.034,0.256,0.19,0.213,0.224,0.196,12,0,-8.2,7.6,0.2,898
2004,Matt Ginter,Mets,15,19,0,1,1,0,10.50%,26.30%,0.071,0.333,0.214,0.313,0.286,0.277,64,0,-0.9,2.1,0.2,233
2005,Sergio Mitre,Cubs,21,12,0,2,1,0,0.00%,8.30%,0.091,0.4,0.364,0.364,0.455,0.357,113,0,0.2,1.2,0.2,1773
2004,Chris Capuano,Brewers,17,32,0,0,2,0,3.10%,31.30%,0.067,0.3,0.2,0.25,0.267,0.234,33,0,-2.8,3.5,0.2,1701
2005,A.J. Burnett,Marlins,32,79,1,3,2,0,1.30%,43.00%,0.132,0.273,0.147,0.171,0.279,0.194,11,0,-8.8,8,0.2,512
2003,Chris George,Royals,18,3,0,0,1,0,0.00%,0.00%,0,1,1,1,1,0.891,470,0,1.4,0.3,0.2,601
2002,Kip Wells,Pirates,34,76,1,4,5,0,0.00%,36.80%,0.079,0.324,0.19,0.19,0.27,0.199,12,0,-8.3,7.6,0.2,1012
2002,Mark Prior,Cubs,19,39,0,3,4,0,5.10%,38.50%,0.114,0.3,0.171,0.216,0.286,0.222,30,0,-3.4,3.9,0.2,301
2000,Jeremy Powell,Expos,11,5,0,1,1,0,0.00%,20.00%,0.2,0.75,0.6,0.6,0.8,0.609,268,0,1.1,0.6,0.2,1010490
2002,Elmer Dessens,Reds,31,57,0,1,5,0,5.30%,19.30%,0,0.265,0.2,0.25,0.2,0.211,18,0,-5.8,5.7,0.2,317
2002,Joe Roa,Phillies,14,30,0,1,2,0,3.30%,16.70%,0.04,0.286,0.24,0.259,0.28,0.238,40,0,-2.3,3,0.2,969
2005,Vicente Padilla,Phillies,27,51,0,2,4,0,9.80%,47.10%,0.073,0.353,0.146,0.239,0.22,0.215,20,0,-5.1,5.2,0.2,964
2000,Danny Graves,Reds,66,3,1,1,1,0,33.30%,0.00%,1.5,0,0.5,0.667,2,0.89,446,0,1.4,0.3,0.2,326
2001,Brian Tollberg,Padres,19,47,0,4,1,0,4.30%,36.20%,0,0.348,0.2,0.238,0.2,0.202,21,0,-4.9,5.1,0.2,1055
2005,Tom Glavine,Mets,33,71,0,2,3,0,2.80%,18.30%,0,0.255,0.203,0.227,0.203,0.197,12,0,-7.8,7.2,0.2,90
2008,Roy Oswalt,Astros,32,75,0,3,5,0,0.00%,24.00%,0,0.288,0.214,0.214,0.214,0.192,8,0,-8.7,7.9,0.2,571
2002,Kenny Rogers,Rangers,34,4,0,0,1,1,25.00%,0.00%,0,0.667,0.667,0.75,0.667,0.622,290,0.2,1.1,0.4,0.2,1277
2007,Freddy Garcia,Phillies,11,22,0,1,2,0,9.10%,31.80%,0.059,0.364,0.235,0.3,0.294,0.268,52,0,-1.4,2.4,0.2,1077
2006,Kerry Wood,Cubs,4,6,0,0,2,0,0.00%,0.00%,0.167,0.5,0.5,0.5,0.667,0.503,205,0,0.8,0.7,0.2,304
2001,Jason Bere,Cubs,32,69,0,2,2,0,0.00%,26.10%,0.065,0.273,0.194,0.194,0.258,0.195,11,0,-8,7.5,0.2,266
2005,Mike Maroth,Tigers,35,6,0,0,1,0,16.70%,33.30%,0,1,0.5,0.6,0.5,0.497,215,0,0.8,0.6,0.2,1508
2001,John Thomson,Rockies,14,36,0,3,1,0,2.80%,41.70%,0.069,0.5,0.241,0.267,0.31,0.253,28,0,-3.4,3.9,0.2,453
2008,Tim Lincecum,Giants,34,81,0,7,5,0,6.20%,39.50%,0.043,0.289,0.157,0.213,0.2,0.193,7,0,-9.5,8.6,0.2,5705
2007,Chris Young,Padres,30,58,0,2,2,0,8.60%,25.90%,0.022,0.194,0.13,0.231,0.152,0.193,15,0,-6.5,6.3,0.2,3196
2009,Jair Jurrjens,Braves,36,80,0,7,4,0,10.00%,30.00%,0.031,0.195,0.123,0.219,0.154,0.186,3,0,-9.6,8.7,0.2,5556
2002,T.J. Tucker,Expos,58,4,0,1,0,0,0.00%,0.00%,0,0.75,0.75,0.75,0.75,0.669,320,0,1.1,0.4,0.2,800
2008,Seth McClung,Brewers,37,22,0,2,0,0,0.00%,45.50%,0.053,0.556,0.263,0.263,0.316,0.255,49,0,-1.4,2.3,0.2,1657
2003,Kerry Wood,Cubs,32,70,2,4,6,0,1.40%,37.10%,0.115,0.242,0.164,0.177,0.279,0.197,10,0,-8.1,7.4,0.2,304
2001,Jason Schmidt,- - -,25,56,2,5,4,0,1.80%,39.30%,0.122,0.24,0.163,0.18,0.286,0.2,15,0,-6.3,6.1,0.2,1131
2000,Chris Brock,Phillies,63,11,1,1,2,0,0.00%,18.20%,0.444,0.167,0.222,0.222,0.667,0.355,106,0,0.1,1.3,0.2,130
2000,Rick Reed,Mets,30,67,0,6,2,0,1.50%,16.40%,0,0.25,0.204,0.226,0.204,0.198,9,0,-8.3,7.7,0.2,750
2001,Darren Dreifort,Dodgers,16,37,1,4,2,1,2.70%,54.10%,0.152,0.333,0.152,0.176,0.303,0.204,21,0.2,-3.6,4,0.2,647
2008,James Parr,Braves,6,10,0,1,0,0,20.00%,40.00%,0.125,0.5,0.25,0.4,0.375,0.357,116,0,0.2,1.1,0.2,7734
2008,Jeff Bennett,Braves,72,12,0,0,1,0,16.70%,16.70%,0.111,0.286,0.222,0.364,0.333,0.325,95,0,-0.1,1.3,0.2,1903
2006,Jake Westbrook,Indians,32,5,0,0,1,0,0.00%,20.00%,0.25,0.667,0.5,0.5,0.75,0.533,231,0,0.8,0.6,0.2,412
2008,Collin Balester,Nationals,15,25,0,1,1,0,4.00%,32.00%,0,0.429,0.2,0.294,0.2,0.243,40,0,-1.9,2.6,0.2,6883
2009,Andy Sonnanstine,Rays,25,12,0,3,1,0,8.30%,50.00%,0.091,0.6,0.273,0.333,0.364,0.313,90,0,-0.2,1.3,0.2,7667
2007,Zach Duke,Pirates,21,35,0,3,3,0,0.00%,34.30%,0,0.4,0.25,0.25,0.25,0.224,27,0,-3.3,3.8,0.2,3840
2006,Orlando Hernandez,- - -,29,54,0,4,2,1,1.90%,18.50%,0.065,0.222,0.174,0.191,0.239,0.188,3,0.2,-6.6,6.4,0.2,823
2004,Andy Pettitte,Astros,15,29,0,0,2,0,10.30%,17.20%,0.043,0.222,0.174,0.269,0.217,0.232,31,0,-2.6,3.2,0.2,840
2006,Russ Ortiz,- - -,26,9,0,1,2,0,22.20%,11.10%,0,0.4,0.333,0.5,0.333,0.399,120,0,0.2,1.1,0.2,1124
2001,Andy Ashby,Dodgers,3,5,0,1,1,0,20.00%,0.00%,0,0.5,0.5,0.667,0.5,0.53,232,0,0.9,0.5,0.2,637
2001,Chan Ho Park,Dodgers,36,81,0,6,4,0,6.20%,27.20%,0.043,0.213,0.145,0.203,0.188,0.182,7,0,-9.9,8.8,0.2,1267
2008,Sean Marshall,Cubs,34,15,0,0,1,0,0.00%,46.70%,0,0.625,0.333,0.333,0.333,0.299,71,0,-0.6,1.6,0.2,5905
2007,Franklin Morales,Rockies,8,15,0,1,1,0,6.70%,33.30%,0,0.5,0.308,0.357,0.308,0.307,72,0,-0.6,1.6,0.2,5088
2006,Noah Lowry,Giants,29,57,1,2,2,0,5.30%,17.50%,0.065,0.171,0.152,0.204,0.217,0.193,5,0,-7.1,6.8,0.2,1833
2003,Jason Marquis,Braves,21,4,0,0,1,0,0.00%,0.00%,0.5,0.5,0.5,0.5,1,0.625,289,0,1,0.4,0.2,105
2002,Brad Lidge,Astros,6,2,0,0,2,0,0.00%,0.00%,0.5,1,1,1,1.5,1.074,586,0,1.2,0.2,0.1,563
2005,Eric Milton,Reds,34,64,2,7,4,0,4.70%,39.10%,0.125,0.207,0.143,0.186,0.268,0.201,12,0,-7.1,6.5,0.1,743
2001,Chris Michalak,Blue Jays,24,5,0,0,0,0,0.00%,20.00%,0.667,0.5,0.333,0.333,1,0.52,226,0,0.8,0.5,0.1,1415
2009,Billy Buckner,Diamondbacks,16,23,0,0,6,0,0.00%,34.80%,0.095,0.385,0.238,0.238,0.333,0.248,38,0,-1.8,2.5,0.1,8253
2000,Pat Mahomes,Mets,53,20,0,1,1,0,5.00%,25.00%,0.059,0.333,0.235,0.278,0.294,0.259,49,0,-1.4,2.3,0.1,291
2009,Russ Ortiz,Astros,25,31,1,2,2,0,3.20%,29.00%,0.107,0.222,0.179,0.207,0.286,0.218,24,0,-2.9,3.4,0.1,1124
2002,John Thomson,- - -,30,62,0,4,3,0,4.80%,30.60%,0,0.324,0.212,0.25,0.212,0.213,12,0,-6.8,6.2,0.1,453
2005,Adam Eaton,Padres,26,52,0,2,2,0,5.80%,34.60%,0.043,0.286,0.174,0.224,0.217,0.202,22,-0.4,-5.5,5.3,0.1,1029
2006,Dave Bush,Brewers,34,72,0,6,9,0,0.00%,34.70%,0.048,0.297,0.177,0.19,0.226,0.184,-1,0,-9.5,8.6,0.1,4635
2002,Omar Daal,Dodgers,39,48,1,2,4,0,2.10%,22.90%,0.128,0.185,0.154,0.175,0.282,0.198,18,0,-4.9,4.8,0.1,646
2009,Josh Geer,Padres,19,31,0,2,1,0,6.50%,32.30%,0.042,0.286,0.167,0.231,0.208,0.206,24,0,-2.9,3.4,0.1,4781
2007,J.D. Durbin,Phillies,18,22,0,3,0,0,0.00%,22.70%,0.053,0.357,0.263,0.263,0.316,0.255,43,0,-1.6,2.4,0.1,7992
2003,CC Sabathia,Indians,31,6,0,1,0,0,0.00%,16.70%,0,0.6,0.5,0.5,0.5,0.446,179,0,0.6,0.6,0.1,404
2004,Sun-Woo Kim,Expos,43,32,0,1,5,1,0.00%,28.10%,0.071,0.316,0.214,0.214,0.286,0.216,18,0.2,-3.2,3.5,0.1,197
2000,Denny Neagle,Reds,19,46,0,1,3,0,4.30%,19.60%,0.054,0.25,0.189,0.231,0.243,0.216,15,0,-5.3,5.3,0.1,441
2005,Jason Johnson,Tigers,33,2,1,1,1,0,0.00%,0.00%,1.5,0,0.5,0.5,2,1.008,562,0,1.1,0.2,0.1,147
2009,Mark Buehrle,White Sox,33,5,1,1,1,0,0.00%,20.00%,0.75,0,0.25,0.25,1,0.506,210,0,0.7,0.5,0.1,225
2008,Mark Worrell,Cardinals,4,2,1,1,3,0,0.00%,0.00%,1.5,0,0.5,0.5,2,1.012,548,0,1.1,0.2,0.1,8045
2004,Joey Eischen,Expos,22,4,0,2,0,0,0.00%,0.00%,0,0.667,0.667,0.667,0.667,0.594,266,0,0.9,0.4,0.1,774
2005,Zack Greinke,Royals,33,2,1,1,1,0,0.00%,0.00%,1.5,0,0.5,0.5,2,1.008,558,0,1.1,0.2,0.1,1943
2006,Chris Michalak,Reds,8,11,0,0,0,0,9.10%,45.50%,0.125,0.667,0.25,0.333,0.375,0.315,83,0,-0.2,1.3,0.1,1415
2006,Brad Penny,Dodgers,34,70,0,3,5,0,0.00%,22.90%,0.046,0.245,0.185,0.185,0.231,0.18,-1,0,-9.2,8.3,0.1,535
2000,Phil Norton,Cubs,2,4,0,1,0,0,0.00%,0.00%,0,0.667,0.667,0.667,0.667,0.6,264,0,0.9,0.5,0.1,1714
2007,Justin Germano,Padres,26,41,0,2,2,0,7.30%,31.70%,0.031,0.263,0.156,0.229,0.188,0.199,19,0,-4.4,4.4,0.1,1938
2004,Luis Ayala,Expos,81,10,0,0,0,0,0.00%,30.00%,0.111,0.5,0.333,0.333,0.444,0.336,97,0,0,1.1,0.1,1650
2005,Brandon Duckworth,Astros,7,3,0,1,0,0,0.00%,0.00%,0.333,0.667,0.667,0.667,1,0.714,352,0,0.9,0.3,0.1,954
2002,Jake Peavy,Padres,17,35,0,4,2,0,0.00%,37.10%,0.091,0.35,0.212,0.212,0.303,0.222,34,-0.4,-3.3,3.5,0.1,1051
2004,Jae Seo,Mets,26,38,0,2,1,1,5.30%,23.70%,0.031,0.217,0.156,0.229,0.188,0.199,12,0.2,-4.1,4.2,0.1,895
2006,Jon Garland,White Sox,33,7,1,2,2,0,0.00%,42.90%,0.6,0,0.2,0.2,0.8,0.394,135,0,0.3,0.8,0.1,232
2009,Brett Myers,Phillies,18,20,0,2,0,0,5.00%,20.00%,0.056,0.286,0.222,0.263,0.278,0.245,40,0,-1.5,2.2,0.1,962
2008,Wade LeBlanc,Padres,5,9,0,0,0,0,0.00%,33.30%,0,0.6,0.375,0.375,0.375,0.336,109,0,0.1,1,0.1,5221
